personId:ID,name,aliases:string[],roles:string[],offices:string[],evidence:string[],:LABEL
P000533,韋安石,郇國公韋安石|鄖國公韋安石|韦安石,官员,中书令|中書令|侍中|刑部尚书|同凤阁鸾台平章事|同平章事|同鳳閣鸞臺三品|同鳳閣鸞臺平章事|吏部尚书|吏部尚書|太子賓客|尚書右僕射|尚書左僕射|戶部尚書|文昌右丞|文昌左丞|東都留守|检校中书令|检校扬州大都督府长史|檢校中書令|檢校揚州長史|沔州別駕|特进|特進|知納言|知納言事|神都留守|開府儀同三司|青州刺史|鸞臺侍郎|鸾台侍郎,韋安石知納言事|四月壬戌，韋安石知納言事，李嶠知內史事。|甲戌，刑部尚書韋安石為吏部尚書|己巳，韋安石為尚書右僕射...|文昌左丞韋安石為鸞臺侍郎、同鳳閣鸞臺平章事,Person
P000534,李懷遠,李怀远|柏人李懷遠,太子右庶子|官员,右散骑常侍|同中書門下三品|同平章事|同鳳閣鸞臺平章事|左散騎常侍|左散騎常侍致仕|東都留守|秋官尚書|鸞臺侍郎,二月，己酉，以鸞臺侍郎柏人李懷遠同平章事。|二月己酉，鸞臺侍郎李懷遠同鳳閣鸞臺平章事。|甲申，李懷遠罷爲秋官尚書。|己卯，左散騎常侍、同中書門下三品李懷遠請致仕，許之。|戊午，左散騎常侍李懷遠卒。,Person
P000535,顧琮,鹽官顧琮,官员,同平章事|同鳳閣鸞臺平章事|天官侍郎,天官侍郎、同平章事顧琮薨|丙申，天官侍郎顧琮同鳳閣鸞臺平章事。|天官侍郎鹽官顧琮同平章事。|十月甲辰，顧琮薨。|天官侍郎顧琮同鳳閣鸞臺平章事。,Person
P000536,李迥秀,,官员,同平章事|同鳳閣鸞臺三品|同鳳閣鸞臺平章事|夏官侍郎|夏官尚書|廬州刺史|檢校武騎兵,三月丙戌，李迥秀安置山東軍馬，檢校武騎兵。|六月，夏官侍郎李迥秀同鳳閣鸞臺平章事。|六月庚申，夏官侍郎李迥秀同鳳閣鸞臺平章事。|六月，庚申，以夏官尚書李迥秀同平章事。|迥秀性至孝，其母本微賤...,Person
P000537,薛季昶,季昶|監察御史龍門薛季昶,官员,右台大夫（攝）|山東防禦大使|山東防禦軍大使|洛州长史|監察御史|給事中|雍州長史,下監察御史龍門薛季昶按之|庚寅，突厥寇幷州，雍州長史薛季昶持節山東防禦大使以備之。|洛州長史薛季昶謂張柬之、敬暉曰|元忠對曰：「今之朝臣無以易薛季昶。」|以雍州長史薛季昶攝右台大夫，充山東防禦軍大使,Person
P000538,陳大慈,,,茂州都督|都督,都督陳大慈與之四戰，皆破之|戊申，吐蕃寇悉州，茂州都督陳大慈敗之。,Person
P000539,朱敬則,,,右補闕|同平章事|同鳳閣鸞臺平章事|庫部員外郎|正諫大夫,右補闕朱敬則諫曰：「陛下內寵有易之、昌宗，足矣...」|壬申，正諫大夫、同平章事朱敬則以老疾致仕。敬則爲相，以用人爲先……|七月壬寅，正諫大夫朱敬則同鳳閣鸞臺平章事。|庫部員外郎朱敬則|壬申，朱敬則罷。,Person
P000540,韋嗣立,逍遙公韋嗣立,,兵部尚書|同平章事|同鳳閣鸞臺三品|同鳳閣鸞臺平章事|天官侍郎|太子賓客|太府卿|岳州別駕|成均祭酒|檢校汴州刺史|檢校魏州刺史|逍遙公|鳳閣侍郎|鳳閣舍人,壬子，天官侍郎韋嗣立為鳳閣侍郎、同鳳閣鸞臺三品。|鳳閣舍人韋嗣立上疏...|太子賓客、逍遙公韋嗣立為岳州別駕|即日拜鳳閣舍人|十二月丙辰，韋嗣立罷。,Person
P000541,崔玄暐,博陵郡王|安平崔玄暐|崔玄□|玄□,官员|定策誅易之昌宗者|政变参与者|被追复官员|誅張易之兄弟功臣,内史|博陵王|博陵郡公|同中书门下三品|同中書門下三品|同平章事|同鳳閣鸞臺平章事|均州刺史|天官侍郎|守內史|文昌左丞|梁州刺史|检校益州长史|檢校益州大都督府長史|海陵郡王|特进|特進|白州司馬|鳳閣侍郎|鸞臺侍郎,庚戌，...崔玄暐爲內史|改文昌左丞|桓彥範、敬暉、崔玄暐、張柬之、袁恕己等...|天官侍郎安平崔玄暐，性介直...|天官侍郎崔玄暐同鳳閣鸞臺平章事；,Person
P000542,張柬之,漢陽郡王,定策誅易之昌宗者|政变主导者|臣|被追复官员|誅張易之兄弟功臣,中書令|凤阁舍人|判秋官侍郎|合州刺史|同平章事|同鳳閣鸞臺三品|同鳳閣鸞臺平章事|夏官尚书|夏官尚書|宰相|新州司馬|漢陽郡公|漢陽郡王|特進|秋官侍郎|蜀州刺史|襄州刺史|鳳閣侍郎|鳳閣鸞臺平章事,張柬之為鳳閣鸞臺平章事。|鳳閣侍郎張柬之|及柬之爲相，引元琰爲右羽林將軍|桓彥範、敬暉、崔玄暐、張柬之、袁恕己等...|鳳閣舍人襄陽張柬之諫曰,Person
P000543,房融,,官员|张易之党羽,同平章事|同鳳閣鸞臺平章事|懷州長史|正諫大夫|正谏大夫,流房融于高州|壬午，以懷州長史河南房融同平章事。|正諫大夫、同平章事房融除名，流高州|收韋承慶、房融及司禮卿崔神慶繫獄，皆易之之黨也|壬午，懷州長史房融為正諫大夫、同鳳閣鸞臺平章事。,Person
P000544,韋承慶,,张易之党羽,同鳳閣鸞臺平章事|天官侍郎|行鳳閣侍郎|高要尉|鳳閣舍人,嗣立，承慶之異母弟也|貶韋承慶為高要尉|收韋承慶、房融及司禮卿崔神慶繫獄，皆易之之黨也|十一月丁亥，天官侍郎韋承慶行鳳閣侍郎、同鳳閣鸞臺平章事。|承慶為鳳閣舍人，以疾去職,Person
P000545,敬暉,太平敬暉|平陽郡王|敬晖,大臣|官员|定策誅易之昌宗者|政变参与者|被追复官员|誅張易之兄弟功臣,中台右丞|侍中|卫州刺史|太州刺史|崖州司馬|左羽林將軍|左羽林衞將軍|平阳王|平陽郡公|平陽郡王|朗州刺史|洛州長史|滑州刺史|特進|納言|纳言|齐公,武三思以敬暉、桓彥范、袁恕己尚在京師，忌之，乙卯，出為滑、洺、豫三州刺史|桓彥範、敬暉、崔玄暐、張柬之、袁恕己等...|辛未，敬暉為侍中|貶暉崖州司馬|中台右丞敬暉,Person
P000546,袁恕己,,官员|定策誅易之昌宗者|政变参与者|被追复官员|誅張易之兄弟功臣,中书令|中書令|凤阁侍郎|南阳公|南阳王|南陽郡公|南陽郡王|右台中丞|司刑少卿|同平章事|同鳳閣鸞臺三品|特進|相王府司馬|相王府司马|竇州司馬|豫州刺史|郢州刺史|鳳閣鸞臺平章事,庚戌，...袁恕己同鳳閣鸞臺三品|以袁恕己爲鳳閣侍郎、同平章事|相王府司馬袁恕己|六月戊寅，貶敬暉為崖州司馬，桓彥範瀧州司馬，袁恕己竇州司馬，崔玄暐白州司馬，張柬之新州司馬。|己丑，袁恕己守中書令,Person
P000547,薛思行,,,左羽林衞將軍,左羽林衞將軍李湛薛思行趙承恩,Person
P000548,赵承恩,趙承恩,官员,光禄卿|左右金吾卫大将军|左羽林衞將軍,左羽林衞將軍李湛薛思行趙承恩|趙承恩為光祿卿|左右金吾衛大將軍趙承恩...帥兵五百人往均州,Person
P000549,楊元琰,杨元琰,官员|禁军将领,卫尉卿|右羽林将军|右羽林衞將軍|荆府长史,元琰曰：「功成名遂，不退將危。」|楊元琰為衛尉卿|右羽林衞將軍楊元琰|荊府長史閺鄕楊元琰|引元琰爲右羽林將軍，謂曰：「君頗記江中之言乎？今日非輕授也。」,Person
P000550,崔泰之,,,職方郎中,職方郎中崔泰之,Person
P000551,冀仲甫,,,司刑評事,司刑評事冀仲甫,Person
P000552,翟世言,,,檢校司農少卿兼知總監,檢校司農少卿兼知總監翟世言,Person
P000553,王同皎,,政变参与者|駙馬都尉|驸马,光祿卿|內直郎|内直郎|右千牛将军|琅邪郡公|駙馬都尉|驸马都尉,匿於友人光祿卿、駙馬都尉王同皎家|庚戌，殺光祿卿、駙馬都尉王同皎。|王同皎爲右千牛將軍、琅邪郡公|三月庚戌，殺光祿卿、駙馬都尉王同皎。|庚戌，同皎等皆坐斬，籍沒其家,Person
P000554,張易之,张易之|張易之兄弟|易之,佞臣|宠臣|寵臣|权臣|被誅者|近臣,司衛卿|司衛少卿|奉宸令|尚乘奉御|控鶴監|控鹤监供奉|麟台监|麟臺監,太后每內殿曲宴，輒引諸武、易之及弟秘書監昌宗...|麟台監張易之、春官侍郎張昌宗居中用事|易之為司衛少卿|易之、昌宗遽呼曰|九月，邵王重潤為易之讒構，令自死。,Person
P000555,張昌宗,六郎|昌宗,佞臣|宠臣|被誅者|近臣,司僕卿|控鶴監內供奉|控鹤监供奉|散騎常侍|春官侍郎|秘書監|銀青光祿大夫,春官侍郎張昌宗|太平公主薦易之弟昌宗入侍禁中，昌宗復薦易之|麟台監張易之、春官侍郎張昌宗居中用事|辛未，許州人楊元嗣，告「昌宗嘗召術士李弘泰占相……」|賜爵鄴國公,Person
P000556,張昌期,,张易之党羽,汴州刺史,乙未，司禮少卿張同休、汴州刺史張昌期、尚方少監張昌儀皆坐贓下獄|收張昌期、同休、昌儀等，皆斬之|汴州刺史張昌期,Person
P000557,張同休,,张易之党羽,司禮少卿|岐山丞,司禮少卿張同休|收張昌期、同休、昌儀等，皆斬之|司禮少卿張同休，易之兄也……癸丑，張同休貶岐山丞……,Person
P000558,張景雄,,,通事舍人,通事舍人張景雄,Person
P000559,裴思諒,,左驍衞大將軍,靈武道行軍大總管,六月壬子，左驍衞大將軍裴思諒為靈武道行軍大總管,Person
P000560,于惟謙,,,中書侍郎|同中書門下平章事,二年正月戊戌，吏部尚書李嶠同中書門下三品，中書侍郎于惟謙同中書門下平章事。,Person
P000561,蘇瓌,,,侍中|戶部尚書,十二月丙戌，蘇瓌存撫河北。|三月甲辰，戶部尚書蘇瓌守侍中。|十月癸巳，蘇瓌為侍中。,Person
P000562,公主,主,公主,,閏月丙午，公主開府置官屬。|是歲，皇后、妃、主、昭容賣官，行墨敕斜封。,Person
P000563,馮嘉賓,,,御史中丞,御史中丞馮嘉賓使于突厥，死之。|殺唐使者御史中丞馮嘉賓,Person
P000564,牛師奬,,,安西都護,安西都護牛師奬及西突厥戰于火燒城，死之。,Person
P000565,上官婕妤,上官婉儿|上官昭容|上官氏|婉兒|昭容,妃嫔|婕妤|官员|宫人|宫廷女官|昭容,婕妤|昭容,上官昭容密與安樂公主...曲爲申理|崔湜通於上官昭容，故昭容引以爲相|以婕妤上官氏爲昭容|是歲，皇后、妃、主、昭容賣官，行墨敕斜封。|上官婕妤及後宮多立外第,Person
P000566,蕭至忠,萧至忠|酂國公|酂國公蕭至忠,官員,中丞|中书令|中書令|中書侍郎|侍中|同中书门下三品|吏部侍郎|吏部尚書|太子右諭德|左御史台中丞|御史中丞|監察御史|黃門侍郎|黄门侍郎,監察御史蕭至忠劾奏之……至忠，引之玄孫也。|三月戊午，宗楚客為中書令，蕭至忠守侍中，太府卿韋嗣立守兵部尚書、同中書門下三品。|丁亥，蕭至忠上疎……|蕭至忠曰：「此眞諫官也。」|蕭至忠爲中書令,Person
P000567,韦嗣立,,,中书侍郎|兵部尚书|大府卿,三月戊午，宗楚客為中書令，蕭至忠守侍中，太府卿韋嗣立守兵部尚書、同中書門下三品。|大府卿韋嗣立爲中書侍郎|韋嗣立上疎|幸韋嗣立莊捨,Person
P000568,崔湜,,官员|被誅者,中书侍郎|中书舍人|中書令|中書侍郎|同中书门下平章事|同中書門下三品|同中書門下平章事|同平章事|吏部侍郎|太子詹事|检校吏部侍郎|檢校吏部侍郎|监修国史|考功员外郎|襄州刺史,冬十月甲辰...太子詹事崔湜為中書侍郎、同中書門下三品|吏部侍郎崔湜...同中書門下平章事|以考功員外郎崔湜為耳目...三思引為中書舍人|崔湜通於上官昭容|中書侍郎、檢校吏部侍郎崔湜同中書門下平章事,Person
P000569,韦温,,皇后之兄|韦后党羽,同中书门下三品|太子少保|礼部尚书,以禮部尚書韋温爲太子少保|斬太子少保、同中書門下三品韋温於東市之北。|戊寅，禮部尚書韋溫為太子少保、同中書門下三品。|温，皇后之兄也|璿，温之族弟；播，從子；嵩；其甥也。,Person
P000570,郑愔,鄭愔,官员,中书舍人|同中書門下平章事|同平章事|吏部侍郎|吏部尚书|太常卿|太常少卿|宣州司士参军|檢校吏部侍郎|殿中侍御史|江州司马,太常卿鄭愔又引而申之。|殿中侍御史南皮鄭愔諂事二張...引為中書舍人|太常卿鄭愔爲吏部尚書、同平章事|太常少卿鄭愔守吏部侍郎、同中書門下平章事。|五月丙戌，貶崔湜為襄州刺吏，鄭愔江州司馬。,Person
P000571,苏瑰,懷縣公蘇瑰|蘇瑰,大臣,京留守|侍中|吏部尚书|吏部尚書|尚书左仆射|尚書右僕射|戶部尚書|西京留守,庚辰，...侍中蘇瑰為吏部尚書。|三月甲辰，中書令韋安石為戶部尚書，罷知政事。戶部尚書蘇瑰為侍中、京留守。|吏部尚書、懷縣公蘇瑰為尚書右僕射、同中書門下三品|戶部尚書蘇瑰為侍中、西京留守。瑰，頲之父也|九月戊辰，吏部尚書蘇瓌為尚書左僕射、同中書門下三品。,Person
P000572,娑葛,守忠|钦化可汗,可汗|突騎施酋長|突骑施首领,突厥首領,七月丙辰，西突厥娑葛降。|突騎施娑葛遣使請降；庚辰，拜欽化可汗，賜名守忠|冊爲十四姓可汗|突騎施酋長娑葛自立爲可汗|冬十一月庚申，突厥首領娑葛叛，自立為可汗，遣弟遮弩率眾犯塞。,Person
P000573,燕欽融,,,許州司兵參軍,殺許州司兵參軍燕欽融,Person
P000574,馬秦客,,,散騎常侍,皇后及安樂公主、散騎常侍馬秦客反,Person
P000575,孔子,孔宣父,历史人物,,昔者孔子作春秋而亂臣賊子懼|孔宣父祠廟,Person
P000576,司馬遷,司马迁,,,自司馬遷、班固皆作高后紀,Person
P000577,班固,,,,自司馬遷、班固皆作高后紀,Person
P000578,呂氏,高后,,,作高后紀|呂氏雖非篡漢，而盜執其國政,Person
P000579,鍾紹京,,,中書令|中書侍郎|總監,乙巳，鍾紹京罷|癸卯，平王隆基同中書門下三品，鍾紹京行中書令|苑總監鍾紹京為中書侍郎：參知機務|總監鐘紹京又率丁匠百餘以從,Person
P000580,劉幽求,刘幽求,功臣|官员|宰相|政变参与者|罢政者|臣子,中书舍人（守）|中書舍人|侍中|前朝邑尉|同中書門下三品|太子少保|尚書右僕射|尚書左丞|尚書左僕射|徐國公|戶部尚書|朝邑尉|朝邑尉（前）|武强|睦州刺史|知軍國大事,朝邑尉武強劉幽求亦謂桓彥范、敬暉曰|以鐘紹京守中書侍郎，劉幽求守中書舍人，並參知機務。|朝邑尉劉幽求|前朝邑尉劉幽求|尚書左丞相兼黃門監劉幽求為太子少保，罷知政事,Person
P000581,安祿山,祿山,叛将|叛將|節度使,范陽節度副大使,安祿山寇扶風...|安祿山來朝，太子識其有反相...|十一月，安祿山反，陷河北諸郡。|祿山反。|丙子，至自華清宮。九原郡太守郭子儀為朔方軍節度副大使……以討安祿山。,Person
P000582,郭子儀,,将领|將領,九原郡太守|朔方節度使|朔方軍節度副大使|關內、河東副元帥,郭子儀率回紇及安祿山戰于河上，敗之。|郭子儀為關內、河東副元帥。|九原郡太守郭子儀為朔方軍節度副大使……以討安祿山。|郭子儀及安慶緒戰于潼關，敗之。|甲辰，郭子儀及安祿山將高秀巖戰于河曲，敗之。,Person
P000583,顏真卿,,太守|將領,平原郡太守,是月，平原郡太守顏真卿、饒陽郡太守盧全誠、司馬李正以兵討安祿山。|三月，顏真卿克魏郡。,Person
P000584,裴冕,,臣子,中書侍郎、同中書門下平章事|節度判官,裴冕為中書侍郎、同中書門下平章事。|節度判官崔漪、支度判官崔簡金、關內鹽池判官李涵、河西行軍司馬裴冕迎太子治兵于朔方。,Person
P000585,吴氏,章敬皇后吴氏,代宗生母|皇后|皇太后,,庚寅，追尊母為皇太后。|母曰章敬皇后吳氏。,Person
P000586,郭子仪,,功臣,中书令|关内兵马元帅副|副元帅|太尉|尚父|朔方、河西、隴右節度使,朔方、河西、隴右節度使郭子儀為中軍|壬申，雍王适為關內兵馬元帥，郭子儀副之。|甲申，郭子儀為尚父，兼太尉、中書令。|辛丑，郭子儀薨。|與功臣郭子儀、李光弼等皆賜鐵券，圖形凌烟閣。,Person
P000587,李辅国,,宦官,司空,肅宗張皇后惡李輔國，欲圖之|壬戌，盜殺李輔國。|飛龍副使程元振得其謀，以告輔國。輔國止太子無入，率兵入，殺係及兗王僩|壬午，李輔國為司空。,Person
P000588,程元振,,,飞龙副使,飛龍副使程元振得其謀，以告輔國。,Person
P000589,仆固怀恩,,叛将,朔方、河北副元帅|朔方行营节度使,己亥，朔方行營節度使僕固懷恩為朔方、河北副元帥。|八月庚辰，王縉為河南副元帥。僕固懷恩及吐蕃、回紇、党項羌、渾、奴剌寇邊。|八月，僕固懷恩反。,Person
P000590,史朝义,,叛军首领,,丙申，李光弼及史朝義戰于宋州，敗之。|甲戌，敗史朝義于橫水，克河陽、東都，史朝義將張獻誠以汴州降。|甲申，史朝義自殺，其將李懷仙以幽州降，田承嗣以魏州降。,Person
P000591,黄巢,,反贼首领,,遂破黃巢而復京師,Person
P000592,朱泚,,叛将,泾原节度使,涇原節度使姚令言反，犯京師。戊申，如奉天。朱泚反。|朱泚犯奉天，禁軍敗績于城東。|甲辰，朱泚伏誅。|庚戌，泚殺司農卿段秀實及左驍衞將軍劉海賓。,Person
P000593,郜國公主,,公主,,郜國公主以蠱事得罪,Person
P000594,太子妃,郜國公主之女,太子妃,,太子妃，其女也,Person
P000595,韋執誼,,,同中書門下平章事|吏部侍郎|尚書左丞,吏部侍郎韋執誼為尚書左丞、同中書門下平章事。,Person
P000596,杜黃裳,,,太常卿|門下侍郎,太常卿杜黃裳為門下侍郎,Person
P000597,袁滋,,,中書侍郎|左金吾衞大將軍,左金吾衞大將軍袁滋為中書侍郎,Person
P000598,鄭珣瑜,,,,鄭珣瑜、高郢罷。,Person
P000599,高郢,,,,鄭珣瑜、高郢罷。,Person
P000600,程懷信,,,橫海軍節度使,橫海軍節度使程懷信卒,Person
P000601,程執恭,執恭,,留後,其子執恭自稱留後。,Person
P000602,諤,欽王,宗室,欽王,封弟諤為欽王,Person
P000603,珍王,諴,宗室,珍王,諴珍王,Person
P000604,均王,洋川郡王|緯,宗室,均王,洋川郡王緯均王,Person
P000605,臨淮郡王,漵王|縱,宗室,漵王,臨淮郡王縱漵王,Person
P000606,弘農郡王,紓|莒王,宗室,莒王,弘農郡王紓莒王,Person
P000607,綱,密王|李綱|漢東郡王,宗室,密王,漢東郡王綱密王|安靜，綱之孫也,Person
P000608,郇王,晉陵郡王|緫,宗室,郇王,晉陵郡王緫郇王,Person
P000609,邵王,約|重润|高平郡王,宗室|皇太子男,邵王,高平郡王約邵王|封皇太子男重潤為邵王,Person
P000610,集王,宣城郡王|緗,宗室,集王,宣城郡王緗集王,Person
P000611,和王,河東郡王|綺,宗室,和王,河東郡王綺和王,Person
P000612,絢,衡王,宗室,衡王,封子絢為衡王|七月癸未，衡王絢薨。,Person
P000613,纁,會王,宗室,會王,纁會王,Person
P000614,綰,福王,宗室,福王,綰福王,Person
P000615,紘,撫王,宗室,撫王,紘撫王,Person
P000616,緄,岳王,宗室,岳王,緄岳王,Person
P000617,袁王,紳,宗室,袁王,紳袁王,Person
P000618,綸,桂王,宗室,桂王,綸桂王,Person
P000619,翼王,繟,宗室,翼王,繟翼王,Person
P000620,韋皐,韦皋,,劍南西川節度使,癸丑，劍南西川節度使韋皐卒，行軍司馬劉闢自稱留後。,Person
P000621,刘辟,劉闢,叛将,留後|行軍司馬,十月甲子，減劍南東西川、山南西道今歲賦，釋脅從將吏。葬陣亡者，稟其家五歲。戊子，劉闢伏誅。|癸丑，劍南西川節度使韋皐卒，行軍司馬劉闢自稱留後。,Person
P000622,蕭復,,,,疑蕭復之輕己,Person
P000623,姜公輔,,,,謂姜公輔為賣直,Person
P000624,盧𣏌,,,,用盧𣏌、趙贊,Person
P000625,趙贊,,,,用盧𣏌、趙贊,Person
P000626,吳元濟,,叛将,,自吳元濟誅,Person
P000627,韓愈,,,,昔韓愈言,Person
P000628,吐突承璀,,宦官,左神策軍中尉,陳弘志殺吐突承璀及澧王|左神策軍中尉吐突承璀欲立澧王惲,Person
P000629,陳弘志,,宦官,,陳弘志殺吐突承璀及澧王,Person
P000630,韓弘,,大臣,司空兼中書令|攝冢宰,六月丁丑，韓弘罷。|司空兼中書令韓弘攝冢宰。,Person
P000631,蕭俛,,宰相,中書侍郎、同中書門下平章事|御史中丞,辛亥，御史中丞蕭俛、中書舍人翰林學士段文昌為中書侍郎、同中書門下平章事。|壬戌，蕭俛罷。,Person
P000632,段文昌,,宰相,中書侍郎、同中書門下平章事|中書舍人翰林學士,辛亥，御史中丞蕭俛、中書舍人翰林學士段文昌為中書侍郎、同中書門下平章事。|壬午，段文昌罷。,Person
P000633,王廷湊,,叛将,成德軍大將,八月壬申，朱克融陷莫州。癸酉，王廷湊陷冀州|壬戌，成德軍大將王廷湊殺其節度使田弘正以反。|八月己巳，王廷湊反。,Person
P000634,朱克融,,叛将,幽州盧龍軍都知兵馬使,八月壬申，朱克融陷莫州。|七月甲辰，幽州盧龍軍都知兵馬使朱克融囚其節度使張弘靖以反。,Person
P000635,李逢吉,,,宰相|平章事|攝冢宰|門下侍郎,十一月甲申，李逢吉罷。|宰相李逢吉請立景王為皇太子。|門下侍郎、平章事李逢吉攝冢宰。,Person
P000636,李程,,,同中書門下平章事|吏部侍郎,吏部侍郎李程、戶部侍郎判度支竇易直同中書門下平章事。|壬午，李程罷。,Person
P000637,竇易直,,,同中書門下平章事|戶部侍郎判度支,吏部侍郎李程、戶部侍郎判度支竇易直同中書門下平章事。,Person
P000638,張韶,,染坊匠,,染坊匠張韶反，幸左神策軍，韶伏誅。,Person
P000639,季文德,,中官,,丁酉，中官季文德謀反，伏誅。,Person
P000640,劉克明,,中官,,率神策六軍、飛龍兵誅克明|劉克明等矯詔以絳王悟句當軍國事。|十二月，中官劉克明反。,Person
P000641,葛維,,,陸州刺史,十一月戊午，環王及黃洞蠻陷陸州，刺史葛維死之。,Person
P000642,絳王悟,絳王,,,殺絳王|劉克明等矯詔以絳王悟句當軍國事。,Person
P000643,王守澄,,,內樞密使,內樞密使王守澄楊承和,Person
P000644,楊承和,,,內樞密使,內樞密使王守澄楊承和,Person
P000645,魏從簡,,,神策護軍中尉,神策護軍中尉魏從簡梁守謙,Person
P000646,梁守謙,,,神策護軍中尉,神策護軍中尉魏從簡梁守謙,Person
P000647,韋處厚,,,中書侍郎|兵部侍郎|同中書門下平章事|翰林學士,庚戌，兵部侍郎、翰林學士韋處厚為中書侍郎、同中書門下平章事。,Person
P000648,李同捷,,,,五月戊辰，罷宰臣奏事監搜。丙子，橫海軍節度使烏重胤討李同捷。,Person
P000649,仇士良,,宦官,內樞密使|左神策軍中尉|神策軍護軍中尉,神策軍護軍中尉仇士良、魚弘志矯詔廢皇太子成美|左神策軍中尉仇士良殺王涯、賈餗、舒元輿、李孝本、羅立言、王璠、郭行餘、鳳翔少尹魏逢。|內樞密使劉弘逸、薛季稜以兵殺仇士良，不克，伏誅。,Person
P000650,劉稹,,叛將,昭義軍留後,八月乙未，昭義軍將郭誼殺劉稹以降。|昭義軍節度使劉從諫卒，其子稹自稱留後。,Person
P000651,馬元贄,,宦官,左神策軍護軍中尉,左神策軍護軍中尉馬元贄立光王怡為皇太叔，權句當軍國政事。|左神策軍護軍中尉馬元贄立光王為皇太叔。,Person
P000652,王宗實,,,左神策護軍中尉|左神策軍護軍中尉,王宗實殺王歸長、馬公儒、王居方。|八月壬辰，左神策軍護軍中尉王宗實立鄆王溫為皇太子，權句當軍國政事。|而左神策護軍中尉王宗實、副使丌元實矯詔立鄆王為皇太子。,Person
P000653,張義潮,,沙州人,,十月，沙州人張義潮以瓜、沙、伊、肅、鄯、甘、河、西、蘭、岷、廓十一州歸于有司。,Person
P000654,弘志,,弑君者,,僅能殺之而已|不能明弘志等罪惡,Person
P000655,商高宗,武丁,商王,,昔武丁得一傅說，為商高宗。,Person
P000656,傅说,,贤臣,,昔武丁得一傅說,Person
P000657,滋,夔王,皇子,,八月，夔王滋薨。|宣宗愛夔王滋，欲立為皇太子,Person
P000658,仇甫,裘甫,反者,,咸通元年正月，浙東人仇甫反，<ref>浙東人仇甫反　「仇甫」，本書卷五八藝文志及通鑑卷二四九均作「裘甫」。</ref>,Person
P000659,龐勛,,反者,武寧軍節度糧料判官,九月癸酉，龐勛伏誅。|七月，武寧軍節度糧料判官龐勛反于桂州。,Person
P000660,高駢,,,安南經略招討使|秦州經略使,秦州經略使高駢為安南經略招討使。|十月，高駢克安南。,Person
P000661,令狐綯,,,司空,癸卯，令狐綯為司空。|丁酉，令狐綯罷。,Person
P000662,劉行深,,神策护军中尉,左右神策護軍中尉,左右神策護軍中尉劉行深、韓文約立普王為皇太子。,Person
P000663,韓文約,,神策护军中尉,左右神策護軍中尉,左右神策護軍中尉劉行深、韓文約立普王為皇太子。,Person
P000664,蕭倣,,官员,中書侍郎、同中書門下平章事|司空|尚書左僕射,是月，蕭倣為司空。|十月乙未，尚書左僕射蕭倣為中書侍郎、同中書門下平章事。,Person
P000665,宦官,,宦官,,為宦官所立者七君,Person
P000666,民众,民,百姓,,民愁盜起,Person
P000667,盗贼,盗,叛乱者,,民愁盜起,Person
P000668,觀軍容使,楊復恭,宦官|軍將,觀軍容使,觀軍容使楊復恭率兵迎壽王，立為皇太弟，改名敏。,Person
P000669,李克用,,節度使|軍閥,河東節度使,閏十二月戊辰，李克用陷潞州|五月，張濬為河東行營都招討宣慰使……以討李克用。|六月，李克用寇邢州。,Person
P000670,楊行密,,,淮南節度使,衢州刺史陳璋、睦州刺史陳詢叛附于楊行密。|庚辰，淮南節度使楊行密卒,Person
P000671,陳璋,,,衢州刺史,衢州刺史陳璋、睦州刺史陳詢叛附于楊行密。|六月，錢鏐陷衢、睦二州，刺史陳璋、陳詢奔于淮南。,Person
P000672,陳詢,,,睦州刺史,衢州刺史陳璋、睦州刺史陳詢叛附于楊行密。|六月，錢鏐陷衢、睦二州，刺史陳璋、陳詢奔于淮南。,Person
P000673,朱友恭,,,,戊子，朱全忠殺裴樞及靜海軍節度使獨孤損...|甲午，全忠殺朱友恭、氏叔琮。,Person
P000674,盧光稠,,,虔州刺史,是歲，虔州刺史盧光稠卒,Person
P000675,李圖,衙將,,知州事（自稱）,衙將李圖自稱知州事。,Person
P000676,盧約,,,,二年正月，盧約陷溫州。,Person
P000677,安仁義,,,平盧軍節度使,楊行密殺平盧軍節度使安仁義。,Person
P000678,杜洪,,,武昌軍節度使,二月，楊行密陷鄂州，武昌軍節度使杜洪死之。,Person
P000679,裕,德王裕,德王,,戊戌，朱全忠殺德王裕及棣王祤、虔王禊、遂王禕、景王祕、祁王祺、瓊王祥。,Person
P000680,獨孤損,,,靜海軍節度使,戊子，朱全忠殺裴樞及靜海軍節度使獨孤損...|戊寅，獨孤損罷。,Person
P000681,張文蔚,,,同中書門下平章事|禮部侍郎,禮部侍郎張文蔚同中書門下平章事。,Person
P000682,崔遠,,,左僕射,戊子，朱全忠殺裴樞及...左僕射崔遠...|甲申，崔遠罷。,Person
P000683,楊涉,,,同中書門下平章事|吏部侍郎,吏部侍郎楊涉同中書門下平章事。,Person
P000684,王建,,,,癸巳，王建陷歸州。|五月，王建陷金州...,Person
P000685,馮行襲,,,戎昭軍節度使,六月，行襲克金州。|五月，王建陷金州，戎昭軍節度使馮行襲奔于均州。,Person
P000686,沈夏,,,刺史,楊行密陷婺州，執刺史沈夏。,Person
P000687,裴贄,,,司空致仕,戊子，朱全忠殺裴樞及...司空致仕裴贄...,Person
