timeId:ID,text,normalized,evidence,confidence:float,:LABEL
T001308,甲寅,儀鳳元年四月甲寅,甲寅，中書侍郎李義琰同中書門下三品。,0.9,TimeAnchor
T001309,戊午,儀鳳元年四月戊午,戊午，幸九成宮。,0.9,TimeAnchor
T001310,六月癸丑,儀鳳元年六月癸丑,六月癸丑，黃門侍郎高智周同中書門下三品。,0.9,TimeAnchor
T001311,秋七月,儀鳳元年秋七月,秋七月，彗起東井，指北河，漸東北，長三丈，掃中臺，指文昌宮，五十八日方滅。,0.9,TimeAnchor
T001312,八月乙未,儀鳳元年八月乙未,八月乙未，吐蕃寇疊州。,0.9,TimeAnchor
T001313,庚子,儀鳳元年八月庚子,庚子，以星變，避殿，減膳，放京城系囚，令文武官各上封事言得失。,0.9,TimeAnchor
T001314,壬寅,儀鳳元年八月壬寅,壬寅，置南選使，簡補廣、交、黔等州官吏。青、齊等州海泛溢，又大雨，漂溺居人五千家，遣使賑恤之。,0.9,TimeAnchor
T001315,九月甲子朔,儀鳳元年九月甲子,九月甲子朔，車駕還京。,0.9,TimeAnchor
T001316,丙申,儀鳳元年九月丙申,丙申，郇王素節削戶三分之二，於袁州安置。,0.9,TimeAnchor
T001317,癸丑,儀鳳元年九月癸丑,癸丑，於北京置金鄰州。,0.9,TimeAnchor
T001318,十一月丁卯,儀鳳元年十一月丁卯,十一月丁卯，敕新造《上元舞》，圓丘、方澤、享太廟用之，餘祭則停。,0.9,TimeAnchor
T001319,壬申,儀鳳元年十一月壬申,壬申，以陳州言鳳凰見於宛丘，改上元三年曰儀鳳元年，大赦。,0.9,TimeAnchor
T001320,庚寅,儀鳳元年十一月庚寅,庚寅，吏部尚書李敬玄為中書令。,0.9,TimeAnchor
T001321,十二月丙申,儀鳳元年十二月丙申,十二月丙申，皇太子賢上所注《後漢書》，賜物三萬段。,0.9,TimeAnchor
T001322,戊午,儀鳳元年十二月戊午,戊午，遣使分道巡撫：宰相來恆河南道，薛元超河北道，左丞崔知悌等江南道。,0.9,TimeAnchor
T001323,二年春正月乙亥,儀鳳二年春正月乙亥,二年春正月乙亥，上躬籍田於東郊。,0.9,TimeAnchor
T001324,庚辰,儀鳳二年春正月庚辰,庚辰，京師地震。,0.9,TimeAnchor
T001325,壬辰,儀鳳二年春正月壬辰,壬辰，幸司竹園，即日還宮。,0.9,TimeAnchor
T001326,二月丁巳,儀鳳二年二月丁巳,二月丁巳，工部尚書高藏授遼東都督，封朝鮮郡王，遣歸安東府，安輯高麗餘眾；司農卿扶餘隆熊津州都督，封帶方郡王，令往安輯百濟餘眾。仍移安東都護府於新城以統之。,0.9,TimeAnchor
T001327,夏四月,儀鳳二年夏四月,夏四月，以河南、河北旱，遣使賑給。,0.9,TimeAnchor
T001328,八月,儀鳳二年八月,八月，徙封周王顯為英王，改名哲。,0.9,TimeAnchor
T001329,乙巳,儀鳳二年八月乙巳,乙巳，太白犯軒轅。,0.9,TimeAnchor
T001330,十二月乙卯,儀鳳二年十二月乙卯,十二月乙卯，敕關內、河東諸州召募勇敢，以討吐蕃。詔京文武職事官三品已上，每年各舉文武才能堪任將帥牧守者一人。,0.9,TimeAnchor
T001331,是冬,儀鳳二年冬,是冬無雪。,0.9,TimeAnchor
T001332,三年四月丁亥朔,儀鳳三年四月丁亥朔,三年四月丁亥朔，以旱，避正殿，親錄囚徒，悉原之。,0.9,TimeAnchor
T001333,戊申,儀鳳三年四月戊申,戊申，大赦，改來年正月一日為通乾。,0.9,TimeAnchor
T001334,癸丑,儀鳳三年四月癸丑,癸丑，涇州獻二小兒，連心異體，年四歲。,0.9,TimeAnchor
T001335,五月壬戌,儀鳳三年五月壬戌,五月壬戌，幸九成宮。以相王輪為洛州牧。,0.9,TimeAnchor
T001336,秋七月丁巳,儀鳳三年七月丁巳,秋七月丁巳，宴近臣諸親於咸亨殿。,0.9,TimeAnchor
T001337,九月丁巳,儀鳳三年九月丁巳,九月丁巳，還京師。,0.9,TimeAnchor
T001338,辛酉,儀鳳三年九月辛酉,辛酉，至自九成宮。,0.9,TimeAnchor
T001339,癸亥,儀鳳三年九月癸亥,癸亥，侍中張文瓘卒。,0.9,TimeAnchor
T001340,丙寅,儀鳳三年九月丙寅,丙寅，洮河道行軍大總管中書令李敬玄、左衛大將軍劉審禮等與吐蕃戰於青海之上，王師敗績，審禮被俘。,0.9,TimeAnchor
T001341,十月丙午,儀鳳三年十月丙午,十月丙午，徐州刺史、密王元曉薨。,0.9,TimeAnchor
T001342,閏十月戊寅,儀鳳三年閏十月戊寅,閏十月戊寅，熒惑犯鉤鈐。,0.9,TimeAnchor
T001343,十一月乙未,儀鳳三年十一月乙未,十一月乙未，昏霧四塞，連夜不解。,0.9,TimeAnchor
T001344,丙申,儀鳳三年十一月丙申,丙申，雨木冰。,0.9,TimeAnchor
T001345,壬子,儀鳳三年十一月壬子,壬子，黃門侍郎、同中書門下三品來恆卒。,0.9,TimeAnchor
T001346,十二月,儀鳳三年十二月,十二月，詔停明年「通乾」之號，以反語不善故也。,0.9,TimeAnchor
T001347,七月朔,儀鳳三年七月朔,又太史奏，七月朔，太陽合虧而不虧。,0.9,TimeAnchor
T001348,四年正月辛未,儀鳳四年正月辛未,四年正月辛未，戶部尚書、平恩縣公許圉師卒。,0.9,TimeAnchor
T001349,己酉,儀鳳四年正月己酉,己酉，幸東都。,0.9,TimeAnchor
T001350,庚戌,儀鳳四年正月庚戌,庚戌，尚書右僕射、道國公戴至德薨。,0.9,TimeAnchor
T001351,二月壬戌,儀鳳四年二月壬戌,二月壬戌，吐蕃贊普卒，遣使吊祭之。,0.9,TimeAnchor
T001352,乙丑,儀鳳四年二月乙丑,乙丑，東都饑，官出糙米以救饑人。,0.9,TimeAnchor
T001353,夏四月戊午,儀鳳四年四月戊午,夏四月戊午，熒惑入羽林星。左丞崔知悌為戶部尚書，中書令郝處俊為侍中。,0.9,TimeAnchor
T001354,五月壬午,儀鳳四年五月壬午,五月壬午，盜殺正諫大夫明崇儼。,0.9,TimeAnchor
T001355,丙戌,儀鳳四年五月丙戌,丙戌，皇太子賢監國。,0.9,TimeAnchor
T001356,戊戌,儀鳳四年五月戊戌,戊戌，造紫桂宮於沔池之西。,0.9,TimeAnchor
T001357,六月辛亥,儀鳳四年六月辛亥（改元為調露元年）,六月辛亥，制大赦天下，改儀鳳四年為調露元年。,0.9,TimeAnchor
T001358,秋七月己卯朔,調露元年七月己卯,秋七月己卯朔，詔以今年冬至有事嵩岳，禮官學士詳定儀注。,0.9,TimeAnchor
T001359,八月丁巳,調露元年八月丁巳,八月丁巳，侍中郝處俊、左庶子高智周、黃門侍郎崔知溫、給事中劉景先兼修國史。,0.9,TimeAnchor
T001360,九月壬午,調露元年九月壬午,九月壬午，吏部侍郎裴行儉討西突厥，擒其十姓可汗阿史那都支及別帥李遮匐以歸。,0.9,TimeAnchor
T001361,冬十月,調露元年十月,冬十月，單于大都護府突厥阿史德溫傅及奉職二部相率反叛，立阿史那泥熟匐為可汗，二十四州首領並叛。,0.9,TimeAnchor
T001362,壬子,調露元年十月壬子,壬子，令將軍曹懷舜率兵往恆州守井陘，崔獻往絳州守龍門，以備突厥。,0.9,TimeAnchor
T001363,庚申,調露元年十月庚申,庚申，前詔封嵩山，宜停。,0.9,TimeAnchor
T001364,癸亥,調露元年十月癸亥,癸亥，吐蕃文成公主遣其大臣論塞調傍來告喪，請和親，不許。遣郎將宋令文使吐蕃，會贊普之葬。,0.9,TimeAnchor
T001365,十一月戊寅朔,調露元年十一月戊寅,十一月戊寅朔，左庶子、同三品高智周罷知政事。,0.9,TimeAnchor
T001366,癸未,調露元年十一月癸未,癸未，以吏部侍郎裴行儉為禮部尚書，賞擒都支、遮匐之功也。,0.9,TimeAnchor
T001367,甲辰,調露元年十一月甲辰,甲辰，裴行儉為定襄道大總管，與營州都督周道務等兵十八萬，並西軍程務挺、東軍李文暕等，總三十萬以討突厥。,0.9,TimeAnchor
T001368,甲寅,調露元年十一月甲寅,甲寅，臨軒試應岳牧舉人。,0.9,TimeAnchor
T001369,永隆元年,永隆元年,【小节标题】永隆元年,0.9,TimeAnchor
T001370,二年春正月乙酉,永隆元年春正月乙酉,二年春正月乙酉，宴諸王、諸司三品已上、諸州都督刺史於洛城南門樓，奏新造《六合還淳》之舞。,0.9,TimeAnchor
T001371,二月丙午,永隆元年二月丙午,二月丙午，詔曰：「故符璽郎李延壽撰《正典》一部，辭殫雅正，雖已淪亡，功猶可錄，宜賜其家絹五十疋。」,0.9,TimeAnchor
T001372,壬子,永隆元年二月壬子,壬子，霍王元軌率文武百僚，請出一月俸料助軍，以討突厥。,0.9,TimeAnchor
T001373,癸丑,永隆元年二月癸丑,癸丑，幸汝州溫湯。,0.9,TimeAnchor
T001374,丁巳,永隆元年二月丁巳,丁巳，至少室山。,0.9,TimeAnchor
T001375,戊午,永隆元年二月戊午,戊午，親謁少姨廟。賜故玉清觀道士王遠知謚曰升真先生，贈太中大夫。又幸隱士田游巖所居。,0.9,TimeAnchor
T001376,己未,永隆元年二月己未,己未，幸嵩陽觀及啟母廟，並命立碑。又幸逍遙谷道士潘師正所居。,0.9,TimeAnchor
T001377,甲子,永隆元年二月甲子,甲子，自溫湯還東都。,0.9,TimeAnchor
T001378,三月,永隆元年三月,三月，裴行儉大破突厥於黑山，擒其首領奉職。偽可汗泥熟匐為其部下所殺，傳首來降。,0.9,TimeAnchor
T001379,夏四月乙丑,永隆元年四月乙丑,夏四月乙丑，幸紫桂宮。,0.9,TimeAnchor
T001380,戊辰,永隆元年四月戊辰,戊辰，黃門侍郎裴炎崔知溫、中書侍郎王德真並同中書門下三品。,0.9,TimeAnchor
T001381,五月癸未,永隆元年五月癸未,五月癸未，熒惑犯輿鬼。,0.9,TimeAnchor
T001382,丁酉,永隆元年五月丁酉,丁酉，太白經天。,0.9,TimeAnchor
T001383,秋七月,永隆元年七月,秋七月，吐蕃寇河源，屯於良非川。河西鎮撫大使李敬玄與吐蕃將贊婆戰於湟中，官軍敗績。,0.9,TimeAnchor
T001384,丙申,永隆元年七月丙申,丙申，江王元祥薨。,0.9,TimeAnchor
T001385,八月丁未,永隆元年八月丁未,八月丁未，自紫桂宮還東都。,0.9,TimeAnchor
T001386,丁巳,永隆元年八月丁巳,丁巳，鄯州都督李敬玄左遷衡州刺史。,0.9,TimeAnchor
T001387,甲子,永隆元年八月甲子,甲子，廢皇太子賢為庶人，幽於別所。,0.9,TimeAnchor
T001388,乙丑,永隆元年八月乙丑,乙丑，立英王哲為皇太子。改調露二年為永隆元年，赦天下，大酺三日。,0.9,TimeAnchor
T001389,九月,永隆元年九月,九月，河南、河北諸州大水，遣使賑恤，溺死者官給棺槥，其家賜物七段。,0.9,TimeAnchor
T001390,冬十月壬寅,永隆元年十月壬寅,冬十月壬寅，蘇州刺史曹王明封零陵郡王，於黔州安置，坐附庶人賢也。,0.9,TimeAnchor
T001391,己酉,永隆元年十月己酉,己酉，自東都還京。,0.9,TimeAnchor
T001392,十一月朔,永隆元年十一月初一,十一月朔，日有蝕之。,0.9,TimeAnchor
T001393,二年春正月,永隆二年正月,二年春正月，突厥寇原、慶等州。,0.95,TimeAnchor
T001394,乙亥,永隆二年正月乙亥日,乙亥，命將軍李知十、王杲等分兵御之。,0.95,TimeAnchor
T001395,癸巳,永隆二年正月癸巳日,癸巳，遣禮部尚書裴行儉為定襄道大總管，率師討突厥溫傅部落。,0.95,TimeAnchor
T001396,己亥,永隆二年正月己亥日,己亥，詔雍、岐、華、同民戶宜免兩年地稅，河南、河北遭水處一年。,0.95,TimeAnchor
T001397,二月丙午,永隆二年二月丙午日,二月丙午，皇太子親行釋奠禮。,0.95,TimeAnchor
T001398,三月辛卯,永隆二年三月辛卯日,三月辛卯，左僕射、同三品劉仁軌兼太子少傅。侍中郝處俊為太子少保，罷知政事。,0.95,TimeAnchor
T001399,五月丙戌,永隆二年五月丙戌日,五月丙戌，定襄道總管曹懷舜與突厥史伏念戰於橫水，官軍大敗。,0.95,TimeAnchor
T001400,六月壬子,永隆二年六月壬子日,六月壬子，故江王元祥男晫以犯名教，斬於大理寺後園。,0.95,TimeAnchor
T001401,七月,永隆二年七月,七月，太平公主出降薛紹，赦京城系囚。,0.9,TimeAnchor
T001402,閏七月丁未,永隆二年閏七月丁未日,閏七月丁未，黃門侍郎裴炎為侍中，黃門侍郎崔知溫、中書侍郎薛元超並為中書令。,0.95,TimeAnchor
T001403,庚申,永隆二年閏七月庚申日,庚申，上以服餌，令皇太子監國。,0.95,TimeAnchor
T001404,丙寅,永隆二年閏七月丙寅日,丙寅，雍州大風害稼，米價騰踴。,0.95,TimeAnchor
T001405,是月,永隆二年閏七月,是月，裴行儉大破突厥史伏念之眾，伏念為程務挺急追，遂執溫傅來降，行儉於是盡平突厥餘黨。,0.9,TimeAnchor
T001406,八月丁卯朔,永隆二年八月丁卯朔（初一）,八月丁卯朔，河南、河北大水，許遭水處往江、淮已南就食。,0.95,TimeAnchor
T001407,丁亥,永隆二年八月丁亥日,丁亥，戶部尚書崔知悌卒。,0.95,TimeAnchor
T001408,辛卯,永隆二年八月辛卯日,辛卯，改交州為安南都護府。,0.95,TimeAnchor
T001409,九月丙申,永隆二年九月丙申日,九月丙申，彗星見於天市，長五尺。,0.95,TimeAnchor
T001410,冬十月丙寅朔,永隆二年十月丙寅朔（初一）,冬十月丙寅朔，日有蝕之。,0.95,TimeAnchor
T001411,乙丑,開耀元年十月乙丑日,乙丑，改永隆二年為開耀元年。曲赦定襄軍及緣征突厥官吏兵募等。,0.95,TimeAnchor
T001412,丙寅,開耀元年十月丙寅日,丙寅，斬阿史那伏念及溫傅等五十四人於都市。,0.95,TimeAnchor
T001413,丁亥,開耀元年十月丁亥日,丁亥，新羅王金法敏薨，仍以其子政襲位。,0.95,TimeAnchor
T001414,十一月癸卯,開耀元年十一月癸卯日,十一月癸卯，徙庶人賢於巴州。,0.95,TimeAnchor
T001415,十二月,開耀元年十二月,十二月，吐火羅獻金衣一領，上不受。,0.9,TimeAnchor
T001416,辛未,開耀元年十二月辛未日,辛未，太子少保、甑山縣公郝處俊薨。,0.95,TimeAnchor
T001418,永淳元年正月乙未朔,永淳元年正月乙未日,永淳元年正月乙未朔，以年饑，罷朝會。,0.9,TimeAnchor
T001419,二月癸未,永淳元年二月癸未日,二月癸未，以太子誕皇孫滿月，大赦。改開耀二年為永淳元年，大酺三日。,0.9,TimeAnchor
T001420,戊午,永淳元年二月戊午日,戊午，立皇孫重照為皇太孫，欲開府置僚屬。,0.9,TimeAnchor
T001421,是春,永淳元年春,是春，關內旱，日色如赭。,0.9,TimeAnchor
T001422,四月甲子朔,永淳元年四月甲子日,四月甲子朔，日有蝕之。,0.9,TimeAnchor
T001423,丙寅,永淳元年四月丙寅日,丙寅，幸東都。皇太子京師留守，命劉仁軌、裴炎、薛元超等輔之。,0.9,TimeAnchor
T001424,辛未,永淳元年四月辛未日,辛未，以裴行儉為金牙道行軍大總管，與將軍閻懷旦等三總管兵分道討十姓突厥阿史那車薄。,0.9,TimeAnchor
T001425,戊寅,永淳元年四月戊寅日,戊寅，次澠池之紫桂宮。,0.9,TimeAnchor
T001426,乙酉,永淳元年四月乙酉日,乙酉，至東都。,0.9,TimeAnchor
T001427,丁亥,永淳元年四月丁亥日,丁亥，黃門侍郎郭待舉、兵部侍郎岑長倩、中書侍郎郭正一、吏部侍郎魏玄同並同中書門下同承受進止平章事。,0.9,TimeAnchor
T001428,五月壬寅,永淳元年五月壬寅日,五月壬寅，置東都苑總監。,0.9,TimeAnchor
T001429,自丙午,永淳元年五月丙午日起,自丙午連日澍雨，洛水溢，壞天津及中橋、立德、弘教、景行諸坊，溺居民千餘家。,0.9,TimeAnchor
T001430,六月,永淳元年六月,六月，關中初雨，麥苗澇損，後旱，京兆、岐、隴螟蝗食苗並盡...,0.9,TimeAnchor
T001431,丁丑,永淳元年六月丁丑日,丁丑，以岐州刺史蘇良嗣為雍州長史。,0.9,TimeAnchor
T001432,秋七月己亥,永淳元年七月己亥日,秋七月己亥，造奉天宮於嵩山之陽，仍置嵩陽縣。,0.9,TimeAnchor
T001433,庚申,永淳元年七月庚申日,庚申，零陵王明薨。,0.9,TimeAnchor
T001434,是秋,永淳元年秋,是秋，山東大水，民饑。吐蕃寇柘、松、翼等州。,0.9,TimeAnchor
T001435,冬十月甲子,永淳元年十月甲子日,冬十月甲子，京師地震。,0.9,TimeAnchor
T001436,丙寅,永淳元年十月丙寅日,丙寅，黃門侍郎劉景先同平章事。,0.9,TimeAnchor
T001437,十二月,永淳元年十二月,十二月，南天竺、于闐各獻方物。突厥餘黨阿史那骨篤祿等招合殘眾，據黑沙城，入寇並州北境。,0.9,TimeAnchor
T001440,二年春正月甲午朔,永淳二年春正月甲午,二年春正月甲午朔，幸奉天宮，遣使祭嵩岳、少室、箕山、具茨等山，西王母、啟母、巢父、許由等祠。,0.9,TimeAnchor
T001441,二月甲午,永淳二年二月甲午,二月甲午，洛州長史李仲玄為宗正卿。,0.9,TimeAnchor
T001442,庚午,永淳二年二月庚午,庚午，突厥寇定州、媯州之境。,0.9,TimeAnchor
T001443,己卯,永淳二年二月己卯,己卯，左領軍衛大將軍薛仁貴卒。,0.9,TimeAnchor
T001444,三月庚寅,永淳二年三月庚寅,三月庚寅，突厥阿史那骨篤祿、阿史德元珍等圍單于都護府。,0.9,TimeAnchor
T001445,丙午,永淳二年三月丙午,丙午，彗見五車北，二十五日而滅。,0.9,TimeAnchor
T001446,癸丑,永淳二年三月癸丑,癸丑，中書令崔知溫卒。,0.9,TimeAnchor
T001447,夏四月己巳,永淳二年夏四月己巳,夏四月己巳，還東都。,0.9,TimeAnchor
T001448,甲申,永淳二年四月甲申,甲申，綏州部落稽白鐵餘據城平縣反，命將軍程務挺將兵討之。,0.9,TimeAnchor
T001449,五月庚寅,永淳二年五月庚寅,五月庚寅，幸芳桂宮，陰雨，還東都。,0.9,TimeAnchor
T001450,秋七月已丑,永淳二年秋七月已丑,秋七月已丑，封皇孫重福為唐昌郡王。,0.9,TimeAnchor
T001451,甲辰,永淳二年七月甲辰,甲辰，相王輪改封豫王，更名旦。,0.9,TimeAnchor
T001452,己丑,永淳二年七月己丑,己丑，令唐昌郡王重福為京留守，劉仁軌副之。,0.9,TimeAnchor
T001453,己巳,永淳二年七月己巳,己巳，河水溢，壞河陽城，水面高於城內五尺，北至鹽坎，居人廬舍漂沒皆盡，南北並壞。,0.9,TimeAnchor
T001454,庚戌,永淳二年七月庚戌,庚戌，熒惑入輿鬼，犯質星。,0.9,TimeAnchor
T001455,十一月,永淳二年十一月,十一月，皇太子來朝。,0.9,TimeAnchor
T001456,癸亥,永淳二年十一月癸亥,癸亥，幸奉天宮。,0.9,TimeAnchor
T001457,戊戌,永淳二年十一月戊戌,戊戌，命將軍程務挺為單于道安撫大使，以招討總管討山賊元珍、骨篤祿、賀魯等。,0.9,TimeAnchor
T001458,丁未,永淳二年十一月丁未,丁未，自奉天宮還東都。,0.9,TimeAnchor
T001459,十二月己酉,弘道元年十二月己酉,十二月己酉，詔改永淳二年為弘道元年。,0.9,TimeAnchor
T001460,是夕,弘道元年十二月己酉夕,是夕，帝崩於真觀殿，時年五十六。,0.9,TimeAnchor
T001461,隋大業末,隋大业末年,隋大業末為鷹揚府隊正,0.9,TimeAnchor
T001462,義旗初起,义旗初起,義旗初起，從平京城,0.9,TimeAnchor
T001463,貞觀中,贞观年间,貞觀中，累遷工部尚書、荊州都督，封應國公,0.9,TimeAnchor
T001464,則天年十四時,则天十四岁时,則天年十四時，太宗聞其美容止，召入宮，立為才人,0.9,TimeAnchor
T001465,太宗崩,太宗驾崩时,及太宗崩，遂為尼，居感業寺,0.9,TimeAnchor
T001467,顯慶已後,显庆年间以后,帝自顯慶已後，多苦風疾，百司表奏，皆委天后詳決,0.9,TimeAnchor
T001472,嗣聖元年春正月甲申朔,嗣圣元年正月甲申朔,嗣聖元年春正月甲申朔，改元。,0.9,TimeAnchor
T001473,二月戊午,文明元年二月戊午,二月戊午，廢皇帝為廬陵王，幽於別所，仍改賜名哲。,0.9,TimeAnchor
T001474,己未,文明元年二月己未,己未，立豫王輪為皇帝，令居於別殿。,0.9,TimeAnchor
T001475,庚午,文明元年二月庚午,庚午，廢皇太孫重照為庶人。,0.9,TimeAnchor
T001476,三月,文明元年三月,三月，庶人賢死於巴州。,0.9,TimeAnchor
T001477,夏四月,文明元年四月,夏四月，滕王元嬰薨。,0.9,TimeAnchor
T001478,丁丑,文明元年四月丁丑,丁丑，遷廬陵王哲於均州。,0.9,TimeAnchor
T001479,閏五月,文明元年闰五月,閏五月，禮部尚書武承嗣同中書門下三品。,0.9,TimeAnchor
T001480,秋七月,文明元年七月,秋七月，突厥骨咄祿、元珍寇朔州，命左威衛大將軍程務挺拒之。,0.9,TimeAnchor
T001481,九月,文明元年九月,九月，大赦天下，改元為光宅。,0.9,TimeAnchor
T001482,冬十月,光宅元年十月,冬十月，楚州司馬李崇福率所部三縣以應敬業。,0.9,TimeAnchor
T001483,十二月,光宅元年十二月,十二月，前中書令薛元超卒。殺左威衛大將軍程務挺。,0.9,TimeAnchor
T001485,垂拱元年春正月,垂拱元年正月,垂拱元年春正月，以敬業平，大赦天下，改元。,0.9,TimeAnchor
T001487,夏四月,垂拱元年四月,夏四月，內史騫味道左授青州刺史。,0.9,TimeAnchor
T001488,五月,垂拱元年五月,五月，秋官尚書裴居道為內史，納言王德真配流象州，冬官尚書蘇良嗣為納言。,0.9,TimeAnchor
T001489,是夏,垂拱元年夏,是夏大旱。,0.9,TimeAnchor
T001490,垂拱二年,垂拱二年,垂拱二年,0.9,TimeAnchor
T001491,二年春正月,垂拱二年正月,二年春正月，皇太后下詔，復政於皇帝。,0.9,TimeAnchor
T001492,三月,垂拱二年三月,三月，初置匭於朝堂，有進書言事者聽投之，由是人間善惡事多所知悉。,0.9,TimeAnchor
T001493,夏四月,垂拱二年四月,夏四月，岑長倩為內史。,0.9,TimeAnchor
T001494,六月,垂拱二年六月,六月，蘇良嗣為文昌左相，天官尚書韋待價為文昌右相，並同鳳閣鸞臺三品。右肅政御史大夫韋思謙為納言。,0.9,TimeAnchor
T001496,三年春正月,垂拱三年春正月,三年春正月，封皇子成義為恆王，隆基為楚王，隆範為衛王，隆業為趙王。,0.9,TimeAnchor
T001497,二月,垂拱三年二月,二月，韋思謙請致仕，許之。,0.9,TimeAnchor
T001498,夏四月,垂拱三年夏四月,夏四月，裴居道為納言，夏官侍郎張光輔為鳳閣侍郎、同鳳閣鸞臺平章事。,0.9,TimeAnchor
T001499,庚午,垂拱三年夏四月庚午日,庚午，劉禕之賜死於家。,0.9,TimeAnchor
T001500,秋八月,垂拱三年秋八月,秋八月，地官尚書魏玄同檢校納言。,0.9,TimeAnchor
T001501,垂拱四年,垂拱四年,【小节标题】垂拱四年,0.9,TimeAnchor
T001502,四年春二月,垂拱四年春二月,四年春二月，毀乾元殿，就其地造明堂。,0.9,TimeAnchor
T001503,夏四月,垂拱四年夏四月,夏四月，魏王武承嗣偽造瑞石，文云：「聖母臨人，永昌帝業。」令雍州人唐同泰表稱獲之洛水。,0.9,TimeAnchor
T001504,五月,垂拱四年五月,五月，皇太后加尊號曰聖母神皇。,0.9,TimeAnchor
T001505,秋七月,垂拱四年秋七月,秋七月，大赦天下。改「寶圖」曰「天授聖圖」，封洛水神為顯聖，加位特進，並立廟。就水側置永昌縣。天下大酺五日。,0.9,TimeAnchor
T001506,八月壬寅,垂拱四年八月壬寅,八月壬寅，博州刺史、瑯邪王沖據博州起兵，命左金吾大將軍丘神勣為行軍總管討之。,0.9,TimeAnchor
T001508,九月,垂拱四年九月,九月，命內史岑長倩、鳳閣侍郎張光輔、左監門大將軍鞠崇裕率兵討之。,0.9,TimeAnchor
T001511,永昌元年春正月,永昌元年正月,永昌元年春正月,0.9,TimeAnchor
T001512,三月,永昌元年三月,三月,0.9,TimeAnchor
T001513,夏四月,永昌元年四月,夏四月,0.9,TimeAnchor
T001514,五月,永昌元年五月,五月,0.9,TimeAnchor
T001515,六月,永昌元年六月,六月,0.9,TimeAnchor
T001516,秋七月,永昌元年七月,秋七月,0.9,TimeAnchor
T001517,八月,永昌元年八月,八月,0.9,TimeAnchor
T001518,辛巳,永昌元年八月辛巳,辛巳,0.9,TimeAnchor
T001519,九月,永昌元年九月,九月,0.9,TimeAnchor
T001520,冬十月,永昌元年十月,冬十月,0.9,TimeAnchor
T001521,載初元年春正月,天授元年正月,載初元年春正月，神皇親享明堂，大赦天下。,0.9,TimeAnchor
T001522,春一月,天授元年一月,春一月，蘇良嗣為特進，武承嗣為文昌左相，岑長倩為文昌右相，裴居道為太子少傅，並依舊同鳳閣鸞臺三品。鳳閣侍郎武攸寧為納言，邢文偉為內史。,0.9,TimeAnchor
T001523,秋七月,天授元年七月,秋七月，殺豫章王亶，遷其父舒王元名於和州。,0.9,TimeAnchor
T001525,九月九日壬午,天授元年九月九日,九月九日壬午，革唐命，改國號為周。改元為天授，大赦天下，賜酺七日。,0.9,TimeAnchor
T001528,冬十月,天授元年十月,冬十月，改并州文水縣為武興縣，依漢豐、沛例，百姓子孫相承給復。,0.9,TimeAnchor
T001530,二年正月,天授二年正月,二年正月，親祀明堂。,0.95,TimeAnchor
T001531,春三月,天授二年三月,春三月，改唐太廟為享德廟。,0.95,TimeAnchor
T001532,夏四月,天授二年四月,夏四月，令釋教在道法之上，僧尼處道士女寇之前。,0.95,TimeAnchor
T001533,六月,天授二年六月,六月，命岑長倩率諸軍討吐蕃。左肅政御史大夫格輔元為地官尚書，鸞臺侍郎樂思晦並同鳳閣鸞臺平章事。,0.95,TimeAnchor
T001534,秋七月,天授二年七月,秋七月，徙關內雍、同等七州戶數十萬以實洛陽。分京兆置鼎、稷、鴻、宜四州。夏官尚書歐陽通知納言事。,0.95,TimeAnchor
T001535,九月,天授二年九月,九月，傅游藝下獄死。右羽林衛大將軍、建昌王攸寧為納言，洛州司馬狄仁傑為地官侍郎、同鳳閣鸞臺平章事。,0.95,TimeAnchor
T001536,冬十月,天授二年十月,冬十月，制官人者咸令自舉。殺文昌左相岑長倩、納言歐陽通、地官尚書格輔元。,0.95,TimeAnchor
T001537,三年正月,長壽元年正月,三年正月，親祀明堂。,0.9,TimeAnchor
T001539,三月,長壽元年三月,三月，五天竺國並遣使朝貢。,0.9,TimeAnchor
T001540,四月,長壽元年四月,四月，大赦天下，改元為如意，禁斷天下屠殺。,0.9,TimeAnchor
T001542,八月,長壽元年八月,八月，魏王承嗣為特進，建昌王攸寧為冬官尚書，楊執柔為地官尚書，並罷知政事。秋官侍郎崔元琮為鸞臺侍郎，夏官侍郎李昭德為鳳閣侍郎，檢校天官侍郎姚璹為文昌左丞，地官侍郎李元素為文昌右丞，並同鳳閣鸞臺平章事。,0.9,TimeAnchor
T001543,九月,長壽元年九月,九月，大赦天下，改元為長壽。改用九月為社，大酺七日。并州改置北都。,0.9,TimeAnchor
T001544,冬十月,長壽元年十月,冬十月，武威軍總管王孝傑大破吐蕃，復龜茲、于闐、疏勒、碎葉鎮。,0.9,TimeAnchor
T001545,長壽二年,長壽二年,長壽二年,0.9,TimeAnchor
T001546,二年春一月,長壽二年春一月,二年春一月，親享明堂。,0.9,TimeAnchor
T001547,癸亥,長壽二年春一月癸亥日,癸亥，殺皇嗣妃劉氏、竇氏。,0.9,TimeAnchor
T001548,臘月,長壽二年臘月,臘月，改封皇孫成器為壽春郡王，恆王成義為衡陽郡王，隆基為臨淄郡王，衛王隆範為巴陵郡王，隆業為彭城郡王。,0.9,TimeAnchor
T001549,春二月,長壽二年春二月,春二月，尚方監裴匪躬坐潛謁皇嗣，腰斬於都市。,0.9,TimeAnchor
