eventId:ID,name,event_type,time,place,participants:string[],description,outcomes:string[],evidence:string[],confidence:float,:LABEL
E001585,赤氣現天,天文异象,景龍二年七月,,,有赤氣竟天，其光燭地，經三日乃止,,有赤氣竟天，其光燭地，經三日乃止。,0.9,Event
E001586,娑葛叛唐,边疆叛乱,景龍二年冬十一月庚申,,娑葛|遮弩,突厥首領娑葛叛，自立為可汗，遣弟遮弩率眾犯塞,,冬十一月庚申，突厥首領娑葛叛，自立為可汗，遣弟遮弩率眾犯塞。,0.9,Event
E001587,安樂公主出降,皇室婚仪,景龍二年十一月己卯,禁中、安福樓,安樂公主|中宗|中宗,以安樂公主出降，假皇后仗出於禁中，以盛其儀，帝及后御安福樓以觀之,大赦天下，賜酺三日,己卯，以安樂公主出降，假皇后仗出於禁中，以盛其儀，帝及后御安福樓以觀之。禮畢，大赦天下，賜酺三日。,0.9,Event
E001588,火燒城之戰,军事冲突,景龍二年十一月癸未,火燒城,牛師獎|娑葛,安西都護牛師獎與娑葛戰於火燒城,師獎敗績，沒於陣,癸未，安西都護牛師獎與娑葛戰於火燒城，師獎敗績，沒於陣。,0.9,Event
E001589,東西京銓選改制,吏治事件,景龍二年冬,西京、東都,,西京吏部置兩侍郎銓試，東都又置兩銓，恣行囑請,,是冬，西京吏部置兩侍郎銓試，東都又置兩銓，恣行囑請。,0.9,Event
E001590,斜封授官,吏治事件,景龍二年冬,,,斜封授官，預用秋闕,,又有斜封授官，預用秋闕。,0.9,Event
E001591,黃霧四塞,天象,景龍三年春正月丁卯,,,黃色霧氣弥漫四方,,黃霧四塞,0.9,Event
E001592,宮女酺宴與市肆遊戲,宮廷活動,景龍三年二月己丑,玄武門,中宗|中宗|近臣|宮女|宰臣|公卿,觀宮女大酺，分曹競勝；宮女設市肆，宰臣公卿扮商賈交易，言辭爭執,上與后以為笑樂,幸玄武門，與近臣觀宮女大酺...上與后觀之，以為笑樂,0.9,Event
E001593,日赤無光,天象,景龍三年二月庚申,,,太陽呈赤紫色且無光,,日赤紫色，無光,0.9,Event
E001594,崔湜鄭愔坐贓貶謫,貶謫,景龍三年夏五月丙戌,,崔湜|郑愔,崔湜與鄭愔因貪贓獲罪,崔湜貶襄州刺史|鄭愔貶江州司馬,崔湜、鄭愔坐贓，湜貶襄州刺史，愔貶江州司馬,0.9,Event
E001595,太白晝見,天象,景龍三年六月癸丑,東井,,太白星於白晝現於東井星宿,,太白晝見於東井,0.9,Event
E001596,南郊親祀與大赦,祭祀與赦免,景龍三年十一月乙丑,南郊,中宗|中宗|韋巨源,皇帝親祀南郊，皇后亞獻，韋巨源終獻；大赦天下,見系囚徒及十惡咸赦除之|雜犯流人並放還|京官賜爵階|大酺三日,親祀南郊，皇后登壇亞獻...大赦天下...大酺三日,0.9,Event
E001597,星孛紫宮,天象,景龍三年八月壬辰,紫宮,,彗星出現於紫微垣,,有星孛於紫宮,0.9,Event
E001598,潑胡王乞寒戲,民俗活動,景龍三年十二月乙酉,醴泉坊,諸司長官,下令諸司長官前往觀看潑胡王乞寒戲,,令諸司長官向醴泉坊看潑胡王乞寒戲,0.9,Event
E001599,设无遮大斋,宗教活动,景龙四年正月乙卯,化度寺,中宗,于化度寺门设立无遮大斋,,四年春正月乙卯，於化度寺門設無遮大齋。,0.9,Event
E001600,微行观灯并幸萧至忠宅,宫廷出行,景龙四年正月丙寅,萧至忠宅,中宗|中宗,帝与皇后微服观灯，并巡幸中书令萧至忠宅第,,丙寅上元夜，帝與皇后微行觀燈，因幸中書令蕭至忠之第。,0.9,Event
E001601,放宫女看灯致亡逸,宫廷事件,景龙四年正月丙寅,宫中,中宗,放出数千宫女观灯，导致多人逃逸,多有亡逸者,是夜，放宮女數千人看燈，因此多有亡逸者。,0.9,Event
E001602,二次微行观灯,宫廷出行,景龙四年正月丁卯,,中宗,帝再次微服出行观灯,,丁卯夜，又微行看燈。,0.9,Event
E001603,任命送婚使,人事任命,景龙四年正月丁丑,,中宗|杨矩|金城公主,任命杨矩为送金城公主入吐蕃使,,丁丑，命左驍衛大將軍、河源軍使楊矩為送金城公主入吐蕃使。,0.9,Event
E001604,送金城公主至始平,外交出行,景龙四年正月己卯,始平,中宗|金城公主,帝亲至始平送金城公主归吐蕃,,己卯，幸始平，送金城公主歸吐蕃。,0.9,Event
E001605,曲赦与改县名,行政命令,景龙四年二月壬午,咸阳、始平,中宗,曲赦咸阳、始平两地，改始平县为金城县,始平改名为金城县,二月壬午，曲赦咸陽、始平，改始平為金城縣。,0.9,Event
E001606,幸王光辅庄园,宫廷出行,景龙四年二月壬午,马嵬北原庄,中宗,帝巡幸长安令王光辅位于马嵬北原的庄园,,便幸長安令王光輔馬嵬北原莊。,0.9,Event
E001607,梨园拔河观戏,宫廷娱乐,景龙四年二月庚戌,梨园球场,中宗|中宗|公主|中书门下供奉官五品已上、文武三品已上并诸学士,召集高官学士于梨园球场分队拔河，帝与皇后、公主亲临观看,,庚戌，令中書門下供奉官五品已上、文武三品已上並諸學士等，自芳林門入，集於梨園球場，分朋拔河，帝與皇后、公主親往觀之。,0.9,Event
E001608,临渭亭修禊赐柳,祭祀活动,景龙四年三月甲寅,临渭亭,中宗|群官,帝至临渭亭举行修禊仪式，赐群官柳棬以辟邪,赐群官柳棬,三月甲寅，幸臨渭亭修禊飲，賜群官柳棬以闢惡。,0.9,Event
E001609,桃花园游宴,宫廷娱乐,景龙四年三月丙辰,桃花园,中宗,帝游宴于桃花园,,丙辰，游宴桃花園。,0.9,Event
E001610,京师异常天象,自然现象,景龙四年三月庚申,京师,,京师出现雨木冰、井水溢出的异常现象,,庚申，京師雨木冰，井溢。,0.9,Event
E001611,赐内样巾子,赏赐,景龙四年三月壬戌,,中宗|宰臣已下,赐宰臣以下官员内样巾子,,壬戌，賜宰臣已下內樣巾子。,0.9,Event
E001612,樱桃花园尝樱,宫廷娱乐,景龙四年四月丁亥,芳林园,中宗|中书门下五品已上诸司长官学士等,帝游樱桃花园，引群臣入芳林园尝樱桃，令马上口摘，置酒为乐,,夏四月丁亥，上游櫻桃園，引中書門下五品已上諸司長官學士等入芳林園嘗櫻桃，便令馬上口摘，置酒為樂。,0.9,Event
E001613,隆庆池宴游,宫廷娱乐,景龙四年四月乙未,隆庆池、窦希宅,中宗|侍臣|窦希,帝至隆庆池结彩楼宴侍臣，泛舟戏乐，随后巡幸礼部尚书窦希宅,,乙未，幸隆慶池，結彩為樓，宴侍臣，泛舟戲樂，因幸禮部尚書竇希宅。,0.9,Event
E001614,虢王改封汴王,人事变动,景龙四年五月辛酉,,璥|中宗,秘书监虢王邕改封为汴王,邕改封汴王,五月辛酉，秘書監、賜虢王邕改封汴王。,0.9,Event
E001615,皇后请加嗣王品阶,宫廷奏请,景龙四年五月乙丑,,中宗,皇后奏请为嗣王加授三品官阶,,乙丑，皇后請加嗣王三品。,0.9,Event
E001616,燕钦融上书被扑杀,政治事件,景龙四年五月丁卯,朝廷,燕钦融|中宗|中宗|安樂公主|武延秀|宗楚客,燕钦融上书指斥皇后干政及安乐公主等人危及宗社，帝怒召廷见并扑杀,燕钦融被杀,丁卯，前許州司兵參軍燕欽融上書，言皇后干預國政，安樂公主、武延秀、宗楚客等同危宗社。帝怒，召欽融廷見，撲殺之。,0.9,Event
E001617,安乐公主与后合谋进鸩,宫廷阴谋,景龙四年五月丁卯后,,安樂公主|中宗,安乐公主欲使皇后临朝称制并求立皇太女，遂与皇后合谋下毒,,時安樂公主志欲皇后臨朝稱制，而求立為皇太女，自是與后合謀進鴆。,0.9,Event
E001618,唐中宗崩逝,帝王崩逝,景龙四年六月壬午,神龙殿,中宗|中宗,帝遇毒崩于神龙殿，享年五十五,唐中宗驾崩,六月壬午，帝遇毒，崩於神龍殿，年五十五。,0.9,Event
E001619,秘不发丧皇后总政,权力交接,景龙四年六月壬午,,中宗,秘不发丧，皇后亲自总揽朝政,韦皇后掌权,秘不發喪，皇后親總庶政。,0.9,Event
E001620,任命新宰相与防备谯王,人事与军事部署,景龙四年六月癸未,均州,中宗|裴谈|张锡|张喜福|岑羲|崔湜|赵承恩|薛简|姚元之|中宗,任命新宰相；命赵承恩、薛简率兵五百赴均州防备谯王重福；立温王重茂为皇太子,重茂立为皇太子|军事部署完成,癸未，以刑部尚書裴談、工部尚書張錫並同中書門下三品...立溫王重茂為皇太子。又命左右金吾衛大將軍趙承恩、右監門大將軍薛簡帥兵五百人往均州，備譙王重福。,0.9,Event
E001621,发丧与改元唐隆,丧葬与政令,景龙四年六月甲申,太极殿,中宗|百官,于太极殿发丧宣遗制；皇太后（韦后）临朝，大赦天下，改元唐隆，封赏官员，任命宗室,改元唐隆|大赦天下|相王旦任太子太师等,甲申，發喪於太極殿，宣遺制。皇太后臨朝，大赦天下，改元為唐隆...以安國相王旦為太子太師。進封雍王守禮為邠王...,0.9,Event
E001622,少帝即位,皇位继承,景龙四年六月丁亥,太极殿,中宗|中宗,皇太子重茂于柩前即皇帝位，时年十六；韦太后临朝称制，掌控兵马,重茂即位|韦氏专权,丁亥，皇太子即帝位於柩前，時年十六。皇太后韋氏臨朝稱制...內外兵馬諸親掌，仍令韋溫總知。,0.9,Event
E001623,调兵屯京,军事部署,景龙四年六月丁亥后,京城,中宗|诸韦子侄,召诸府折冲兵五万分屯京城为左右营，由韦氏子侄分统,,時召諸府折沖兵五萬人分屯京城，列為左右營，諸韋子侄分統之。,0.9,Event
E001624,遣使巡抚诸道,行政派遣,景龙四年六月壬辰,关内道、河北道、河南道,中宗|紀處訥|张嘉福|岑羲,遣使分巡诸道：纪处讷关内道，张嘉福河北道，岑羲河南道,,壬辰，遣使諸道巡撫，紀處訥關內道，張嘉福河北道，岑羲河南道。,0.9,Event
E001625,唐隆政变,军事政变,景龙四年六月庚子,安福门外,讳|诸韦|中宗|中宗,临淄王举兵诛杀韦氏、武氏集团，枭首于安福门外，韦太后被乱兵所杀,韦太后被杀|韦武集团覆灭,庚子夜，臨淄王諱舉兵誅諸韋、武，皆梟首於安福門外，韋太后為亂兵所殺。,0.9,Event
E001626,上谥庙号,追谥,景龙四年九月丁卯,,百官,百官上谥曰孝和皇帝，庙号中宗,确立庙号谥号,九月丁卯，百官上謚曰孝和皇帝，廟號中宗。,0.9,Event
E001627,葬定陵,丧葬,景龙四年十一月己酉,定陵,中宗,葬唐中宗于定陵,,十一月己酉，葬於定陵。,0.9,Event
E001628,改谥,追谥,天宝十三载二月,,朝廷,改谥为大和大圣大昭孝皇帝,,天寶十三載二月，改謚曰大和大聖大昭孝皇帝。,0.9,Event
E001629,遷於房陵,贬谪,,房陵,中宗,孝和皇帝被贬至房陵,崎嶇瘴癘之鄉，契闊幽囚之地,孝和皇帝越自負扆，遷於房陵，崎嶇瘴癘之鄉，契闊幽囚之地。,0.9,Event
E001630,克復,政治活动,,,張漢陽,張漢陽在克复事件中努力,,所以張漢陽徘徊於克復,0.9,Event
E001631,奏論,进谏,,,狄梁公,狄梁公哽咽进谏,遂得生還,狄梁公哽咽以奏論,0.9,Event
E001632,生還,返回,,,中宗,孝和皇帝得以生还,,遂得生還,0.9,Event
E001633,滌除金虎,政治事件,,,,清除金虎势力,,洎滌除金虎,0.9,Event
E001634,再握璇衡,复位,,,中宗,孝和皇帝再次掌握政权,,再握璇衡,0.9,Event
E001635,縱艷妻之煽黨,政治失误,,,中宗|艷妻,孝和皇帝纵容艳妻煽动党羽,棸、楀爭衡,縱艷妻之煽黨，則棸、楀爭衡,0.9,Event
E001636,信妖女以撓權,政治失误,,,中宗|妖女,孝和皇帝信任妖女干扰朝政,彞倫失序,信妖女以撓權，則彞倫失序,0.9,Event
E001637,桓敬覆族,政治迫害,,,桓|敬,桓和敬被灭族,,桓、敬由之覆族,0.9,Event
E001638,節愍興戈,起兵,,,節愍,节愍太子起兵,,節愍所以興戈,0.9,Event
E001639,齊眉之禍,被害,,,中宗,孝和皇帝遭遇齐眉之祸,,不免齊眉之禍,0.9,Event
E001640,睿宗出生,出生,龙朔二年六月己未,长安,中宗,睿宗（讳旦）出生于长安。,同年受封殷王并遥领多项职务,龍朔二年六月己未，生於長安。,0.9,Event
E001641,睿宗即位,即位,嗣圣元年,,中宗|中宗|中宗,武则天临朝称制，废中宗为庐陵王，立豫王旦为皇帝。,睿宗即位为帝，武则天实际掌权,嗣聖元年，則天臨朝，廢中宗為廬陵王，立豫王為皇帝，仍臨朝稱制。,0.9,Event
E001642,武周革命,政权更迭,嗣圣元年之后,,中宗|中宗,武则天改唐为周，降睿宗为皇嗣，令复名轮，徙居东宫，礼仪比照皇太子。,国号改为周，睿宗失去帝位,及革命，改國號為周，降帝為皇嗣，令依舊名輪，徙居東宮，其具儀一比皇太子。,0.9,Event
E001643,中宗返京,人物行动,圣历元年,房陵,中宗,中宗自房陵返回京城。,睿宗多次称疾请让位于中宗,聖歷元年，中宗自房陵還。,0.9,Event
E001644,睿宗让位与复封,政治行动,圣历元年之后,,中宗|中宗|中宗,睿宗屡次称病不朝，恳请让位于中宗；武则天遂立中宗为皇太子，封睿宗为相王，复名旦，授太子右卫率。,中宗立为皇太子，睿宗改封相王,帝數稱疾不朝，請讓位於中宗。則天遂立中宗為皇太子，封帝為相王，又改名旦，授太子右衛率。,0.9,Event
E001645,神龙政变与睿宗受赏,政变与封赏,神龙元年,,中宗|张易之兄弟,发生诛杀张易之兄弟事件，睿宗因功进号安国相王，迁太尉，加实封。,睿宗获封安国相王、太尉，增实封,神龍元年，以誅張易之昆弟功，進號安國相王，遷太尉，加實封。,0.9,Event
E001646,睿宗辞让皇太弟,政治行动,神龙元年,,中宗,睿宗被立为皇太弟，坚决推辞不受。,睿宗未接受皇太弟之位,其年立為皇太弟，固辭不受。,0.9,Event
E001647,唐隆政变,政变,景龙四年六月庚子,北軍,中宗|薛崇簡|劉幽求|麻嗣宗|越國公,臨淄王联合太平公主子等人率兵入北军，诛杀韦后党羽,韋溫、紀處訥、宗楚客、武延秀等被诛|諸韋、武黨與皆誅之,庚子夜，臨淄王諱與太平公主子薛崇簡、前朝邑尉劉幽求、長上果毅麻嗣宗、苑總監鐘紹京等率兵入北軍，誅韋溫、紀處訥、宗楚客、武延秀、馬秦客、葉靜能、趙履溫、楊均等，諸韋、武黨與皆誅之。,0.95,Event
E001648,少帝下诏让位,诏令,景龙四年六月甲辰,,中宗|中宗|王公百僚,少帝下诏称国家多难宜立长君，奉相王即皇帝位,相王被推举为帝|少帝逊位,甲辰，少帝詔曰：「……王室多難，義擇長君……請叔父相王即皇帝位。……」王公百僚上表……請即尊位。,0.95,Event
E001649,相王即位,即位,景龙四年六月甲辰,承天門樓,中宗|中宗,相王接受推戴，于承天门楼即皇帝位,大赦天下|封赏功臣|少帝逊于别宫,於是少帝遜於別宮。是日即皇帝位，御承天門樓，大赦天下……,0.95,Event
E001650,改元景云,改元,景云元年七月己巳,,中宗,册立平王为皇太子，大赦天下，改年号为景云,年号由景龙改为景云|大赦天下|内外官加勋,己巳，冊平王為皇太子。大赦天下，改元為景雲。……天下州縣名目天授以來改為「武」字者並令復舊。,0.95,Event
E001651,谯王重福叛乱,叛乱,景云元年八月癸巳,東都,姚元之,谯王重福潜入东都发动叛乱,州县讨平之,八月癸巳，新除集州刺史、譙王重福潛入東都構逆，州縣討平之。,0.95,Event
E001652,追复五王官爵,平反,景云元年七月丙辰,,中宗,追复神龙政变功臣敬晖、桓彦范等人官爵,敬暉、桓彥範、崔玄暐、張柬之、袁恕己等官爵恢复,復敬暉、桓彥範、崔玄暐、張柬之、袁恕己、成王千里、李多祚等官爵。,0.95,Event
E001653,行政區劃調整,行政變更,景雲二年正月癸丑,泉州、武榮州,,改泉州為閩州並置都督府，改武榮州為泉州,閩州設立|泉州（原武榮州）重置,癸丑，改泉州為閩州，置都督府，改武榮州為泉州。,0.95,Event
E001654,和親許可,外交,景雲二年正月,,默啜,突厥默啜遣使請求和親，唐朝允許,和親協議達成,突厥默啜遣使請和親，許之。,0.9,Event
E001655,大赦天下（四月）,赦免,景雲二年四月壬寅,,重福徒黨,大赦天下，釋放李重福黨羽，加官賜勳，放免逋懸，酺五日,重福徒黨放雪|官員晉階賜爵|僧道制度恢復|逋懸放免,壬寅，大赦天下，重福徒黨放雪。京官四品已下加一階...天下大酺五日。,0.95,Event
E001656,復置陵寢,禮制,景雲二年五月庚戌,昊陵、順陵,太平公主|武攸暨,恢復武氏昊陵、順陵，設置官屬，應太平公主為武攸暨所請,昊陵順陵復置|官屬配置,五月庚戌，復武氏昊陵、順陵，仍量置官屬，太平公主為武攸暨請也。,0.9,Event
E001657,興聖寺祥瑞大赦,赦免,景雲二年八月乙卯,興聖寺,高祖,因興聖寺（高祖舊宅）柿樹枯而復生，大赦天下，減刑流放，酺三日,謀殺等重罪減死流放|官典贓罪放免|天下酺三日,八月乙卯，詔以興聖寺是高祖舊宅，有柿樹，天授中枯死，至是重生，大赦天下。其謀殺、劫殺、造偽頭首並免死配流嶺南，官典受贓者特從放免。天下大酺三日。,0.95,Event
E001658,官制機構調整,制度變革,景雲二年八月庚午,,,改左右屯衛為左右威衛，左右宗衛率府為左右司御府，渾儀監為太史監,軍事與天文機構名稱變更,庚午，改左右屯衛為左右威衛，左右宗衛率府為左右司御府，渾儀監為太史監。,0.95,Event
E001659,十道按察使初置,監察制度,景雲二年閏六月,,,首次設置十道按察使,地方監察體系建立,閏六月，初置十道按察使。,0.95,Event
E001660,亲谒太庙,祭祀,三年正月辛未,太廟,中宗,皇帝亲自拜谒太庙,,三年春正月辛未朔，親謁太廟。,0.9,Event
E001661,释惨服受朝贺,礼仪,三年正月癸酉,正殿,中宗,皇帝脱下丧服，御正殿接受朝贺,,癸酉，上始釋慘服，御正殿受朝賀。,0.9,Event
E001662,并汾绛三州地震,灾害,三年正月甲戌,並州、汾州、絳州,,三州发生地震，损坏民房,壞人廬舍,甲戌，並、汾、絳三州地震，壞人廬舍。,0.9,Event
E001663,南郊祭祀,祭祀,三年正月辛巳,南郊,中宗,皇帝举行南郊祭天仪式,,辛巳，南郊。,0.9,Event
E001664,躬耕籍田,农事礼仪,三年正月戊子,籍田,中宗,皇帝亲耕籍田,,戊子，躬耕籍田。,0.9,Event
E001665,大赦改元太极,赦免与改元,三年正月己丑,,中宗,大赦天下，改年号为太极，官员加阶进爵，赐酺，优抚老人，安排孔庙洒扫,改元為太極|內外官四品已下加一階...|天下大酺五日|特賜老人...|孔宣父祠廟...取側近三十戶以供灑掃,己丑，大赦天下，改元為太極。內外官四品已下加一階...,0.9,Event
E001666,任命宰相,人事任免,三年正月乙未,,岑羲|竇懷貞,岑羲、窦怀贞同中书门下三品,並同中書門下三品,乙未，戶部尚書岑羲、左臺御史大夫竇懷貞並同中書門下三品。,0.9,Event
E001667,增置官职,制度调整,三年二月丁酉,,,多个中央机构及地方都督府增置少监、少卿、司马等职,秘書增少監一員...|雍洛二州、並益荊揚四大都督府各增置司馬一員,二月丁酉，秘書增少監一員...仍分為左右司馬。,0.9,Event
E001668,皇太子释奠国学,祭祀,三年二月丁亥,國學,中宗,皇太子在国子监举行释奠礼,追贈顏回為太子太師，曾參為太子太保|每年春秋釋奠，以四科弟子、曾參從祀,丁亥，皇太子釋奠於國學。追贈顏回為太子太師...,0.9,Event
E001669,废右御史台,机构调整,三年二月辛酉,,,废除右御史台官员,廢右御史臺官員,辛酉，廢右御史臺官員。,0.9,Event
E001670,颁行新格式,法令颁布,三年二月己巳,,,向全国颁布新的行政格式,頒新格式於天下,己巳，頒新格式於天下。,0.9,Event
E001671,颁布制书（严刑敕）,法令颁布,三年四月辛丑,,中宗,颁布制书，强调严刑峻法，规定造伪、赃贿等罪的处罚细则,自今已後，造偽頭首者斬...|官典主司枉法受贓一匹已上，先決杖一百...|御史宜令分察諸司,夏四月辛丑，制曰：{{quote|...}},0.9,Event
E001672,亲祀北郊,祭祀,三年五月戊寅,北郊,中宗,皇帝亲自主持北郊祭祀,,五月戊寅，親祀北郊。,0.9,Event
E001673,大赦改元延和,赦免与改元,延和元年五月辛未,,中宗,大赦天下，改年号为延和，恢复五王子孙封户,改元為延和|桓彥範、敬暉...等，特還其子孫實封二百戶|天下大酺五日,辛未，大赦天下，改元為延和。桓彥範、敬暉...,0.9,Event
E001674,追尊则天皇后,追尊,延和元年六月乙卯,,中宗,追尊武则天为天后圣帝,追奠則天皇后曰天后聖帝,乙卯，追奠則天皇后曰天后聖帝。,0.9,Event
E001675,硎山之战,军事冲突,延和元年六月庚申,硎山,孫儉|李楷洛|周以悌|李大輔,幽州都督孙俭率军与奚族首领李大辅战于硎山，唐军战败，孙俭阵亡,為賊所敗，儉沒於陣,庚申，幽州都督孫儉率左驍衛將軍李楷洛...戰於硎山，為賊所敗，儉沒於陣。,0.9,Event
E001676,禅位与改元先天,政权交接,延和元年八月庚子至甲辰,,中宗|中宗,皇帝传位于皇太子，自称太上皇帝；新皇帝即位，大赦，改元先天，明确太上皇与皇帝职权划分,帝傳位於皇太子，自稱太上皇帝...|皇帝每日受朝於武德殿...|甲辰，大赦天下，改元為先天,八月庚子，帝傳位於皇太子...甲辰，大赦天下，改元為先天。,0.9,Event
E001677,册封皇子与宗室,册封,先天元年八月至九月,,皇帝(传位后)|潭|嗣謙|中宗|中宗,改封皇子嗣直、嗣谦，封嗣升为陕王；任命成器为司空、扬州大都督,許昌王嗣直改封郯王，真定王嗣謙為郢王|封皇帝子嗣升為陜王|以宋王成器為司空，依舊遙領揚州大都督,八月戊申，皇帝子許昌王嗣直改封郯王...|甲申，封皇帝子嗣升為陜王。|己酉，以宋王成器為司空...,0.9,Event
E001678,册立皇后,册封,先天元年八月丁巳,,皇帝(传位后)|中宗,立皇帝妃王氏为皇后,立皇帝妃王氏為皇后,丁巳，立皇帝妃王氏為皇后。,0.9,Event
E001679,刘幽求流放,处罚,先天元年八月癸亥,,劉幽求,刘幽求被流放封州,劉幽求配流封州,癸亥，劉幽求配流封州。,0.9,Event
E001680,日食,天象,先天元年九月丁卯,,,发生日食,日有蝕之,九月丁卯朔，日有蝕之。,0.9,Event
E001681,亲谒太庙与大赦,祭祀与赦免,先天元年十月庚子,太廟、延喜門,皇帝(传位后),皇帝亲谒太庙，礼毕后御延喜门大赦天下,大赦天下,冬十月庚子，皇帝親謁太廟，禮畢，御延喜門，大赦天下。,0.9,Event
E001682,祔祭皇后神主,祭祀,先天元年十月壬寅,儀坤廟,皇帝(传位后),将昭成皇后、肃明皇后神主祔祭于仪坤庙,祔昭成皇后、肅明皇后神主於儀坤廟,壬寅，祔昭成皇后、肅明皇后神主於儀坤廟。,0.9,Event
E001683,幸温汤校猎,巡幸,先天元年十月癸卯,新豐之溫湯、渭川,皇帝(传位后),皇帝巡幸新丰温汤，并在渭川校猎,校獵於渭川,癸卯，皇帝幸新豐之溫湯，校獵於渭川。,0.9,Event
E001684,禁屠杀犬鸡,法令颁布,先天元年十二月丁未,,,颁布诰命禁止屠杀犬鸡,誥禁人屠殺犬雞,十二月丁未，誥禁人屠殺犬雞。,0.9,Event
E001685,改箕州为仪州,行政区划调整,先天元年十二月戊午,箕州,,将箕州改名为仪州,改箕州為儀州,戊午，改箕州為儀州。,0.9,Event
E001686,敕令河北諸州團結兵馬,軍事敕令,713年春正月,河北諸州,中宗,敕令河北諸州團結兵馬，由本州刺史押掌。,,二年春正月，敕河北諸州團結兵馬，皆令本州刺史押掌。,0.9,Event
E001687,蕭至忠任中書令,人事任命,713年正月乙亥日,,蕭至忠|中宗,蕭至忠由吏部尚書兼太子右諭德、酂國公升任中書令。,蕭至忠任中書令,乙亥，吏部尚書兼太子右諭德、酂國公蕭至忠為中書令。,0.9,Event
E001688,上皇安福門觀燈,宮廷活動,713年正月十五日夜,安福門,上皇|內人|百僚,上皇御安福門觀燈，命宮女連袂踏歌，縱百官觀看，持續一夜。,活動持續一夜,上元日夜，上皇御安福門觀燈，出內人連袂踏歌，縱百僚觀之，一夜方罷。,0.9,Event
E001689,州郡行政區劃調整,行政變革,713年二月丙申日,,中宗,改隆州為閬州，始州為劍州，分冀州置深州。,隆州更名閬州|始州更名劍州|新置深州,二月丙申，改隆州為閬州，始州為劍州。分冀州置深州。,0.9,Event
E001690,皇帝延喜門觀燈及諫止,宮廷活動與諫諍,713年二月,延喜門,中宗|僧婆陀|嚴挺之,僧婆陀請夜開門燃燈百千炬三日三夜，皇帝御延喜門觀燈縱樂；左拾遺嚴挺之上疏諫止，活動終止。,觀燈活動被諫止,初，有僧婆陀請夜開門然燈百千炬，三日三夜。皇帝御延喜門觀燈縱樂，凡三日夜。左拾遺嚴挺之上疏諫之，乃止。,0.9,Event
E001691,皇后祀先蠶,祭祀,713年三月辛卯日,,中宗,皇后舉行先蠶祭祀儀式。,,三月辛卯，皇后祀先蠶。,0.9,Event
E001692,規範文書年月寫法,制度頒布,713年三月癸巳日,,中宗,制敕規定表狀、書奏、箋牒中年月數字須寫作「一十、三十、四十」等字。,文書書寫規範確立,癸巳，制敕表狀、書奏、箋牒年月等數，作一十、三十、四十字。,0.9,Event
E001693,郭元振加同中書門下三品,人事任命,713年六月丙辰日,,郭元振|中宗,兵部尚書、朔方道行軍大總管郭元振加授同中書門下三品銜。,郭元振獲加銜,夏六月丙辰，兵部尚書、朔方道行軍大總管郭元振加同中書門下三品。,0.9,Event
E001694,太平公主謀逆及誅黨大赦,政治事件,713年七月甲子日,,太平公主|竇懷貞|岑羲|蕭至忠|常元楷|薛稷|賈膺福|李慈|李欽|李猷|崔湜|盧藏用|傅孝忠|僧惠範|中宗|郭元振,太平公主聯合多人謀逆事敗，皇帝率兵誅殺主謀及黨羽；郭元振隨駕承天門樓，頒布大赦令。,太平公主集團被誅|大赦天下（大辟罪以下）,秋七月甲子，太平公主與僕射竇懷貞、侍中岑羲、中書令蕭至忠、左羽林大將軍常元楷等謀逆，事覺，皇帝率兵誅之。窮其黨與，太子少保薛稷、左散騎常侍賈膺福、右羽林將軍李慈李欽、中書舍人李猷、中書令崔湜、尚書左丞盧藏用、太史令傅孝忠、僧惠範等皆誅之。兵部尚書郭元振從上御承天門樓，大赦天下，自大闢罪已下，無輕重咸赦除之。,0.9,Event
E001695,太上皇誥命移交權力,政治文書,713年七月乙丑日,,中宗|中宗,太上皇發布誥命，宣示高居無為，自此後軍國刑政一切事務均由皇帝處分。,皇權完全移交皇帝,翌日，太上皇誥曰：』朕將高居無為，自今後軍國刑政一事以上，並取皇帝處分。」,0.9,Event
E001696,太上皇帝崩逝,喪葬,716年六月甲子日,百福殿,中宗,太上皇帝（睿宗）崩於百福殿，享年五十五歲。,太上皇帝崩逝,開元四年夏六月甲子，太上皇帝崩於百福殿，時年五十五。,0.9,Event
E001697,上尊謚與定廟號,諡號追尊,716年七月己亥日,,中宗,追尊太上皇帝謚號為「大聖貞皇帝」，廟號「睿宗」。,獲謚「大聖貞皇帝」|廟號「睿宗」,秋七月己亥，上尊謚曰大聖貞皇帝，廟曰睿宗。,0.9,Event
E001698,葬於橋陵,葬禮,716年十月庚午日,橋陵,中宗,太上皇帝靈柩安葬於橋陵。,安葬完成,冬十月庚午，葬於橋陵。,0.9,Event
E001699,改謚,諡號變更,754年二月,,中宗,改太上皇帝謚號為「玄真大聖大興孝皇帝」。,謚號更改,天寶十三載二月，改謚曰玄真大聖大興孝皇帝。,0.9,Event
E001700,天后时期趋附二张事件,政治现象,天后时期,二張之第,二張,众人如云聚集于二张府邸，献奇谋者得官职，纳贿者获斜封官，竞相奔竞谋利,奸偽起|朋黨生|政俗败坏,天后之時，雲委於二張之第|獻奇則除設盈庭，納賄則斜封滿路，咸以進趨相軌，奸利是圖，如火投泉，安得無敗？,0.9,Event
